"ADDRESS","COL1","COL3","COL4"
"012054064",105112,1,2e+05
"013023028",105113,1,10000
"016012013",105112,1,1e+05
"016062075",105112,1,120000
"017031100",105112,1,1e+05
"017012033",105113,1,150000
"017022057",105112,1,150000
"017022064",105113,8,40000
"017022075",105112,1,80000
"017013006",105112,1,2e+05
"017034096",105112,1,150000
"018072081",105112,1,2e+05
"018032040",105113,1,90000
"018012002",105112,1,5e+05
"019031051",105113,1,150000
"019031048",105112,1,5e+05
"019033021",105113,1,150000
"019044063",105113,1,4e+05
"020042100",105112,1,60000
"020023018",105112,1,1e+05
"020024025",105112,1,1e+05
"021062074",105112,1,45000
"021094100",105113,1,50000
"022021013",105113,1,50000
"022051056",105113,1,20000
"022051058",105112,1,150000
"022021014",105113,1,25000
"022021012",105112,1,50000
"022042048",105112,1,4e+05
"022072097",105113,1,45000
"022072099",105113,1,220000
"022082101",105113,1,2e+05
"023061046",105112,1,7e+05
"023032014",105113,1,60000
"023082067",105113,1,30000
"023092101",105113,1,40000
"023103114",105112,1,70000
"023063050",105113,1,1e+05
"023143146",105112,1,3e+05
"024081105",105113,8,50000
"024052069",105112,1,3e+05
"025011030",105113,8,70000
"025011080",105113,1,175000
"025011095",105113,8,60000
"025012092",105113,8,50000
"025013006",105113,1,450000
"025013026",105112,1,750000
"025014002",105112,8,80000
"025014003",105112,8,75000
"026021047",105112,1,70000
"026021049",105113,1,5000
"026031061",105113,1,1e+05
"026031071",105112,1,40000
"026012020",105113,1,5e+05
"026032074",105112,1,50000
"026042100",105113,1,1e+05
"026032077",105113,1,80000
"026033077",105112,1,125000
"026033066",105112,1,15000
"026043101",105112,1,40000
"026043101",105113,1,50000
"027091107",105112,1,1e+05
"027091118",105112,1,1e+05
"027081096",105112,1,1e+05
"027111134",105112,1,2e+05
"027111136",105112,1,340000
"027082091",105112,1,6e+05
"027033021",105112,1,70000
"000041058",105113,1,90000
"000011012",105113,1,80000
"000071108",105113,1,150000
"000072106",105113,1,70000
"000072109",105113,1,150000
"000072108",105113,1,1e+05
"000073106",105112,1,150000
"000054063",105113,1,450000
"001071062",105112,1,250000
"001042025",105112,1,1e+05
"001132104",105112,1,150000
"001163112",105112,1,870000
"002021024",105113,1,2e+05
"002141096",105112,1,3e+05
"002162107",105112,1,450000
"002023024",105113,1,1e+05
"002203129",105113,1,65000
"002023017",105112,1,80000
"002024032",105112,1,150000
"002014001",105113,1,330000
"002024029",105113,1,40000
"002074075",105113,1,50000
"002194121",105112,1,250000
"003201103",105113,1,70000
"003122070",105112,1,40000
"003052023",105112,1,70000
"003254122",105112,1,30000
"004011003",105113,1,50000
"004081094",105112,1,8e+05
"004081094",105113,1,1e+05
"004051062",105113,1,150000
"004042055",105112,1,180000
"004013025",105112,1,250000
"004103103",105112,8,40000
"004103102",105112,8,80000
"004114106",105112,1,30000
"004114110",105113,1,55000
"004024032",105113,8,1e+05
"004114109",105112,1,2e+05
"005041062",105113,1,10000
"005021028",105113,1,120000
"005101106",105113,1,150000
"005022021",105113,1,50000
"005112114",105113,1,150000
"005093096",105113,1,150000
"005024035",105113,1,150000
"006024002",105113,1,30000
"007162115",105113,1,80000
"007092065",105113,1,1e+05
"007072036",105112,1,1900000
"007124088",105112,1,3e+05
"008041050",105112,1,120000
"008021021",105113,1,5e+05
"008022022",105112,1,70000
"008042047",105113,1,1e+05
"008062072",105112,1,20000
"008024024",105112,1,2e+05
"008044041",105113,1,1e+05
"009032016",105112,1,2e+05
"009032016",105113,1,110000
"009153083",105113,1,40000
"009163090",105112,1,4e+05
"009184124",105112,1,650000
"010022006",105112,1,50000
"010022022",105113,1,50000
"010022029",105112,1,3e+05
"010092073",105112,1,85000
"010092075",105112,1,2e+05
"010024009",105112,1,1e+05
"010094070",105113,1,10000
"012082107",105112,1,40000
